edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
105,2018,stage-7,158,21S,Claeys Dimitri,31.0,"Cofidis, Solutions Crédits",,3S,202.0
105,2018,stage-7,159,21S,Marczyński Tomasz,34.0,Lotto Soudal,,3S,176.0
105,2018,stage-7,160,21S,Pellizotti Franco,40.0,Bahrain Merida Pro Cycling Team,,3S,57.0
105,2018,stage-7,161,21S,Kwiatkowski Michał,28.0,Team Sky,,3S,4.0
105,2018,stage-7,162,21S,Rowe Luke,28.0,Team Sky,,3S,7.0
105,2018,stage-7,163,21S,Boswell Ian,27.0,Team Katusha Alpecin,,3S,142.0
105,2018,stage-7,164,21S,Cousin Jérôme,29.0,Direct Energie,,3S,184.0
105,2018,stage-7,165,21S,Poels Wout,30.0,Team Sky,,3S,6.0
105,2018,stage-7,166,21S,Poljański Paweł,28.0,BORA - hansgrohe,,3S,117.0
105,2018,stage-7,167,21S,Vanendert Jelle,33.0,Lotto Soudal,,3S,178.0
105,2018,stage-7,168,21S,Haga Chad,29.0,Team Sunweb,,3S,35.0
105,2018,stage-7,169,21S,Craddock Lawson,26.0,Team EF Education First-Drapac p/b Cannondale,,3S,13.0
105,2018,stage-7,170,16S,Le Gac Olivier,24.0,Groupama - FDJ,,58S,154.0
105,2018,stage-8,1,36S,Groenewegen Dylan,25.0,Team LottoNL-Jumbo,100.0,36S,163.0
105,2018,stage-8,2,0S,Sagan Peter,28.0,BORA - hansgrohe,70.0,36S,111.0
105,2018,stage-8,3,0S,Degenkolb John,29.0,Trek - Segafredo,50.0,36S,194.0
105,2018,stage-8,4,0S,Kristoff Alexander,31.0,UAE-Team Emirates,40.0,36S,95.0
105,2018,stage-8,5,0S,Démare Arnaud,26.0,Groupama - FDJ,32.0,36S,151.0
105,2018,stage-8,6,0S,Boudat Thomas,24.0,Direct Energie,26.0,36S,182.0
105,2018,stage-8,7,0S,Arndt Nikias,26.0,Team Sunweb,22.0,36S,33.0
105,2018,stage-8,8,0S,Cavendish Mark,33.0,Team Dimension Data,18.0,36S,131.0
105,2018,stage-8,9,0S,Lampaert Yves,27.0,Quick-Step Floors,14.0,36S,106.0
105,2018,stage-8,10,0S,Pasqualon Andrea,30.0,Wanty - Groupe Gobert,10.0,36S,216.0
105,2018,stage-8,11,0S,Oss Daniel,31.0,BORA - hansgrohe,8.0,36S,116.0
105,2018,stage-8,12,0S,Dupont Timothy,30.0,Wanty - Groupe Gobert,6.0,36S,213.0
105,2018,stage-8,13,0S,Colbrelli Sonny,28.0,Bahrain Merida Pro Cycling Team,4.0,36S,52.0
105,2018,stage-8,14,0S,Phinney Taylor,28.0,Team EF Education First-Drapac p/b Cannondale,2.0,36S,15.0
105,2018,stage-8,15,0S,Kittel Marcel,30.0,Team Katusha Alpecin,1.0,36S,144.0
105,2018,stage-8,16,0S,Smith Dion,25.0,Wanty - Groupe Gobert,,36S,217.0
105,2018,stage-8,17,0S,Thomas Geraint,32.0,Team Sky,,36S,8.0
105,2018,stage-8,18,0S,Nibali Vincenzo,33.0,Bahrain Merida Pro Cycling Team,,36S,51.0
105,2018,stage-8,19,0S,Froome Chris,33.0,Team Sky,,36S,1.0
105,2018,stage-8,20,0S,Richeze Maximiliano,35.0,Quick-Step Floors,,36S,107.0
105,2018,stage-8,21,0S,Valverde Alejandro,38.0,Movistar Team,,36S,78.0
105,2018,stage-8,22,0S,Pichon Laurent,31.0,Team Fortuneo - Samsic,,36S,47.0
105,2018,stage-8,23,0S,Izagirre Gorka,30.0,Bahrain Merida Pro Cycling Team,,36S,54.0
105,2018,stage-8,24,0S,Kragh Andersen Søren,23.0,Team Sunweb,,36S,36.0
105,2018,stage-8,25,0S,Bennati Daniele,37.0,Movistar Team,,36S,73.0
105,2018,stage-8,26,0S,Van Avermaet Greg,33.0,BMC Racing Team,,36S,87.0
105,2018,stage-8,27,0S,Caruso Damiano,30.0,BMC Racing Team,,36S,83.0
105,2018,stage-8,28,0S,Quintana Nairo,28.0,Movistar Team,,36S,71.0
105,2018,stage-8,29,0S,Bernal Egan,21.0,Team Sky,,36S,2.0
105,2018,stage-8,30,0S,Theuns Edward,27.0,Team Sunweb,,36S,38.0
105,2018,stage-8,31,0S,Dumoulin Tom,27.0,Team Sunweb,,36S,32.0
105,2018,stage-8,32,0S,Gruzdev Dmitriy,32.0,Astana Pro Team,,36S,123.0
105,2018,stage-8,33,0S,Landa Mikel,28.0,Movistar Team,,36S,75.0
105,2018,stage-8,34,0S,Jungels Bob,25.0,Quick-Step Floors,,36S,105.0
105,2018,stage-8,35,0S,Majka Rafał,28.0,BORA - hansgrohe,,36S,114.0
105,2018,stage-8,36,0S,Naesen Oliver,27.0,AG2R La Mondiale,,36S,27.0
105,2018,stage-8,37,0S,Latour Pierre,24.0,AG2R La Mondiale,,36S,26.0
105,2018,stage-8,38,0S,Porte Richie,33.0,BMC Racing Team,,36S,81.0
105,2018,stage-8,39,0S,Zakarin Ilnur,28.0,Team Katusha Alpecin,,36S,141.0
105,2018,stage-8,40,0S,Mühlberger Gregor,24.0,BORA - hansgrohe,,36S,115.0
105,2018,stage-8,41,0S,Valgren Michael,26.0,Astana Pro Team,,36S,128.0
105,2018,stage-8,42,0S,Impey Daryl,33.0,Mitchelton-Scott,,36S,67.0
105,2018,stage-8,43,0S,Stuyven Jasper,26.0,Trek - Segafredo,,36S,198.0
105,2018,stage-8,44,0S,Haussler Heinrich,34.0,Bahrain Merida Pro Cycling Team,,36S,53.0
105,2018,stage-8,45,0S,de Kort Koen,35.0,Trek - Segafredo,,36S,193.0
105,2018,stage-8,46,0S,Barguil Warren,26.0,Team Fortuneo - Samsic,,36S,41.0
105,2018,stage-8,47,0S,Vachon Florian,33.0,Team Fortuneo - Samsic,,36S,48.0
105,2018,stage-8,48,0S,Mollema Bauke,31.0,Trek - Segafredo,,36S,191.0
105,2018,stage-8,49,0S,Izagirre Ion,29.0,Bahrain Merida Pro Cycling Team,,36S,55.0
105,2018,stage-8,50,0S,Yates Adam,25.0,Mitchelton-Scott,,36S,61.0
105,2018,stage-8,51,0S,Bauer Jack,33.0,Mitchelton-Scott,,36S,62.0
105,2018,stage-8,52,0S,van Garderen Tejay,29.0,BMC Racing Team,,36S,88.0
105,2018,stage-8,53,0S,Fuglsang Jakob,33.0,Astana Pro Team,,36S,121.0
105,2018,stage-8,54,0S,Bardet Romain,27.0,AG2R La Mondiale,,36S,21.0
105,2018,stage-8,55,0S,Dillier Silvan,27.0,AG2R La Mondiale,,36S,22.0
105,2018,stage-8,56,0S,Vuillermoz Alexis,30.0,AG2R La Mondiale,,36S,28.0
105,2018,stage-8,57,0S,Guarnieri Jacopo,30.0,Groupama - FDJ,,36S,153.0
105,2018,stage-8,58,0S,Urán Rigoberto,31.0,Team EF Education First-Drapac p/b Cannondale,,36S,11.0
105,2018,stage-8,59,0S,Terpstra Niki,34.0,Quick-Step Floors,,36S,108.0
105,2018,stage-8,60,0S,Gallopin Tony,30.0,AG2R La Mondiale,,36S,25.0
105,2018,stage-8,61,0S,Kruijswijk Steven,31.0,Team LottoNL-Jumbo,,36S,161.0
105,2018,stage-8,62,0S,Politt Nils,24.0,Team Katusha Alpecin,,36S,147.0
105,2018,stage-8,63,0S,Pozzovivo Domenico,35.0,Bahrain Merida Pro Cycling Team,,36S,58.0
105,2018,stage-8,64,0S,Burghardt Marcus,35.0,BORA - hansgrohe,,36S,113.0
105,2018,stage-8,65,0S,Martin Guillaume,25.0,Wanty - Groupe Gobert,,36S,211.0
105,2018,stage-8,66,0S,Gilbert Philippe,36.0,Quick-Step Floors,,36S,104.0
105,2018,stage-8,67,0S,Frank Mathias,31.0,AG2R La Mondiale,,36S,24.0
105,2018,stage-8,68,0S,Vichot Arthur,29.0,Groupama - FDJ,,36S,158.0
105,2018,stage-8,69,0S,Roglič Primož,28.0,Team LottoNL-Jumbo,,36S,166.0
105,2018,stage-8,70,0S,Sinkeldam Ramon,29.0,Groupama - FDJ,,36S,157.0
105,2018,stage-8,71,0S,Chavanel Sylvain,39.0,Direct Energie,,36S,183.0
105,2018,stage-8,72,0S,Cort Magnus,25.0,Astana Pro Team,,36S,126.0
105,2018,stage-8,73,0S,Rolland Pierre,31.0,Team EF Education First-Drapac p/b Cannondale,,36S,16.0
105,2018,stage-8,74,0S,Hayman Mathew,40.0,Mitchelton-Scott,,36S,64.0
105,2018,stage-8,75,0S,Molard Rudy,28.0,Groupama - FDJ,,36S,156.0
105,2018,stage-8,76,0S,Bevin Patrick,27.0,BMC Racing Team,,36S,82.0
105,2018,stage-8,77,0S,Koren Kristijan,31.0,Bahrain Merida Pro Cycling Team,,36S,56.0
105,2018,stage-8,78,0S,Moinard Amaël,36.0,Team Fortuneo - Samsic,,36S,46.0
105,2018,stage-8,79,0S,Simon Julien,32.0,"Cofidis, Solutions Crédits",,36S,207.0
105,2018,stage-8,80,0S,Degand Thomas,32.0,Wanty - Groupe Gobert,,36S,212.0
105,2018,stage-8,81,0S,Kangert Tanel,31.0,Astana Pro Team,,36S,125.0
105,2018,stage-8,82,0S,Taaramäe Rein,31.0,Direct Energie,,36S,188.0
105,2018,stage-8,83,0S,ten Dam Laurens,37.0,Team Sunweb,,36S,37.0
105,2018,stage-8,84,0S,Erviti Imanol,34.0,Movistar Team,,36S,74.0
105,2018,stage-8,85,0S,Ledanois Kévin,25.0,Team Fortuneo - Samsic,,36S,45.0
105,2018,stage-8,86,0S,Nieve Mikel,34.0,Mitchelton-Scott,,36S,68.0
105,2018,stage-8,87,0S,Calmejane Lilian,25.0,Direct Energie,,36S,181.0
105,2018,stage-8,88,0S,Amador Andrey,31.0,Movistar Team,,36S,72.0
105,2018,stage-8,89,0S,Martínez Daniel Felipe,22.0,Team EF Education First-Drapac p/b Cannondale,,36S,14.0
105,2018,stage-8,90,0S,Gerrans Simon,38.0,BMC Racing Team,,36S,84.0
105,2018,stage-8,91,0S,Sicard Romain,30.0,Direct Energie,,36S,187.0
105,2018,stage-8,92,0S,Greipel André,35.0,Lotto Soudal,,36S,171.0
105,2018,stage-8,93,0S,Gaviria Fernando,23.0,Quick-Step Floors,,36S,103.0
105,2018,stage-8,94,25S,Offredo Yoann,31.0,Wanty - Groupe Gobert,,1S,215.0
105,2018,stage-8,95,26S,Ludvigsson Tobias,27.0,Groupama - FDJ,,2S,155.0
105,2018,stage-8,96,26S,Pauwels Serge,34.0,Team Dimension Data,,2S,134.0
105,2018,stage-8,97,30S,Bernard Julien,26.0,Trek - Segafredo,,6S,192.0
105,2018,stage-8,98,30S,Claeys Dimitri,31.0,"Cofidis, Solutions Crédits",,6S,202.0
105,2018,stage-8,99,30S,Boasson Hagen Edvald,31.0,Team Dimension Data,,6S,132.0
105,2018,stage-8,100,30S,Gesink Robert,32.0,Team LottoNL-Jumbo,,6S,162.0
105,2018,stage-8,101,38S,Jansen Amund Grøndahl,24.0,Team LottoNL-Jumbo,,14S,164.0
105,2018,stage-8,102,40S,Renshaw Mark,35.0,Team Dimension Data,,16S,135.0
105,2018,stage-8,103,42S,Martens Paul,34.0,Team LottoNL-Jumbo,,18S,165.0
105,2018,stage-8,104,42S,Soler Marc,24.0,Movistar Team,,18S,77.0
105,2018,stage-8,105,42S,Sieberg Marcel,36.0,Lotto Soudal,,18S,177.0
105,2018,stage-8,106,45S,Pöstlberger Lukas,26.0,BORA - hansgrohe,,21S,118.0
105,2018,stage-8,107,49S,de Buyst Jasper,24.0,Lotto Soudal,,25S,173.0
105,2018,stage-8,108,50S,Küng Stefan,24.0,BMC Racing Team,,26S,85.0
105,2018,stage-8,109,50S,Hepburn Michael,26.0,Mitchelton-Scott,,26S,65.0
105,2018,stage-8,110,50S,Hansen Jesper,27.0,Astana Pro Team,,26S,124.0
105,2018,stage-8,111,59S,Geschke Simon,32.0,Team Sunweb,,35S,34.0
105,2018,stage-8,112,3S,Janse van Rensburg Reinardt,29.0,Team Dimension Data,,39S,133.0
105,2018,stage-8,113,4S,De Gendt Thomas,31.0,Lotto Soudal,,40S,174.0
105,2018,stage-8,114,4S,Vermote Julien,28.0,Team Dimension Data,,40S,138.0
105,2018,stage-8,115,4S,Schär Michael,31.0,BMC Racing Team,,40S,86.0
105,2018,stage-8,116,4S,Marczyński Tomasz,34.0,Lotto Soudal,,40S,176.0
105,2018,stage-8,117,14S,Slagter Tom-Jelte,29.0,Team Dimension Data,,50S,136.0
105,2018,stage-8,118,16S,Atapuma Darwin,30.0,UAE-Team Emirates,,52S,92.0
105,2018,stage-8,119,16S,Đurasek Kristijan,30.0,UAE-Team Emirates,,52S,93.0
105,2018,stage-8,120,16S,Martin Dan,31.0,UAE-Team Emirates,,52S,91.0
105,2018,stage-8,121,16S,Zabel Rick,24.0,Team Katusha Alpecin,,52S,148.0
105,2018,stage-8,122,16S,Bouet Maxime,31.0,Team Fortuneo - Samsic,,52S,42.0
105,2018,stage-8,123,16S,Gaudu  David ,21.0,Groupama - FDJ,,52S,152.0
105,2018,stage-8,124,16S,Alaphilippe Julian,26.0,Quick-Step Floors,,52S,101.0
105,2018,stage-8,125,16S,Van Keirsbulck Guillaume,27.0,Wanty - Groupe Gobert,,52S,218.0
105,2018,stage-8,126,22S,Turgis Anthony,24.0,"Cofidis, Solutions Crédits",,58S,208.0
105,2018,stage-8,127,23S,Haga Chad,29.0,Team Sunweb,,59S,35.0
105,2018,stage-8,128,30S,Durbridge Luke,27.0,Mitchelton-Scott,,6S,63.0
105,2018,stage-8,129,30S,Le Gac Olivier,24.0,Groupama - FDJ,,6S,154.0
105,2018,stage-8,130,34S,Cousin Jérôme,29.0,Direct Energie,,10S,184.0
105,2018,stage-8,131,34S,Keukeleire Jens,29.0,Lotto Soudal,,10S,175.0
105,2018,stage-8,132,51S,Scully Tom,28.0,Team EF Education First-Drapac p/b Cannondale,,27S,17.0
105,2018,stage-8,133,51S,Declercq Tim,29.0,Quick-Step Floors,,27S,102.0
105,2018,stage-8,134,51S,Gesbert Élie,23.0,Team Fortuneo - Samsic,,27S,43.0
105,2018,stage-8,135,51S,Minnaard Marco,29.0,Wanty - Groupe Gobert,,27S,214.0
105,2018,stage-8,136,0S,Laporte Christophe,25.0,"Cofidis, Solutions Crédits",,36S,201.0
105,2018,stage-8,137,0S,Rowe Luke,28.0,Team Sky,,36S,7.0
105,2018,stage-8,138,0S,Kwiatkowski Michał,28.0,Team Sky,,36S,4.0
105,2018,stage-8,139,0S,Bodnar Maciej,33.0,BORA - hansgrohe,,36S,112.0
105,2018,stage-8,140,16S,Ferrari Roberto,35.0,UAE-Team Emirates,,52S,94.0
105,2018,stage-8,141,28S,Moscon Gianni,24.0,Team Sky,,4S,5.0
105,2018,stage-8,142,39S,Vanmarcke Sep,29.0,Team EF Education First-Drapac p/b Cannondale,,15S,18.0
105,2018,stage-8,143,39S,Craddock Lawson,26.0,Team EF Education First-Drapac p/b Cannondale,,15S,13.0
105,2018,stage-8,144,42S,Edet Nicolas,30.0,"Cofidis, Solutions Crédits",,18S,203.0
105,2018,stage-8,145,42S,Navarro Daniel,34.0,"Cofidis, Solutions Crédits",,18S,205.0
105,2018,stage-8,146,42S,Thomson Jay Robert,32.0,Team Dimension Data,,18S,137.0
105,2018,stage-8,147,42S,Herrada Jesús,27.0,"Cofidis, Solutions Crédits",,18S,204.0
105,2018,stage-8,148,42S,Marcato Marco,34.0,UAE-Team Emirates,,18S,96.0
105,2018,stage-8,149,42S,Castroviejo Jonathan,31.0,Team Sky,,18S,3.0
105,2018,stage-8,150,42S,Rojas José Joaquín,33.0,Movistar Team,,18S,76.0
105,2018,stage-8,151,42S,Hardy Romain,29.0,Team Fortuneo - Samsic,,18S,44.0
105,2018,stage-8,152,42S,Troia Oliviero,23.0,UAE-Team Emirates,,18S,98.0
105,2018,stage-8,153,42S,Grellier Fabien,23.0,Direct Energie,,18S,186.0
105,2018,stage-8,154,42S,Pellizotti Franco,40.0,Bahrain Merida Pro Cycling Team,,18S,57.0
105,2018,stage-8,155,42S,Boswell Ian,27.0,Team Katusha Alpecin,,18S,142.0
105,2018,stage-8,156,58S,Howson Damien,25.0,Mitchelton-Scott,,34S,66.0
105,2018,stage-8,157,58S,Gogl Michael,24.0,Trek - Segafredo,,34S,195.0
105,2018,stage-8,158,58S,Kochetkov Pavel,32.0,Team Katusha Alpecin,,34S,145.0
105,2018,stage-8,159,58S,Skujiņš Toms,27.0,Trek - Segafredo,,34S,197.0
105,2018,stage-8,160,58S,Perez Anthony,27.0,"Cofidis, Solutions Crédits",,34S,206.0
105,2018,stage-8,161,58S,Tolhoek Antwan,24.0,Team LottoNL-Jumbo,,34S,168.0
105,2018,stage-8,162,58S,Roosen Timo,25.0,Team LottoNL-Jumbo,,34S,167.0
105,2018,stage-8,163,2S,Sutherland Rory,36.0,UAE-Team Emirates,,38S,97.0
105,2018,stage-8,164,2S,Vanendert Jelle,33.0,Lotto Soudal,,38S,178.0
105,2018,stage-8,165,2S,Poljański Paweł,28.0,BORA - hansgrohe,,38S,117.0
105,2018,stage-8,166,2S,Fraile Omar,27.0,Astana Pro Team,,38S,122.0
105,2018,stage-8,167,2S,Poels Wout,30.0,Team Sky,,38S,6.0
105,2018,stage-8,168,2S,Gaudin Damien,31.0,Direct Energie,,38S,185.0
105,2018,stage-8,169,5S,Clarke Simon,31.0,Team EF Education First-Drapac p/b Cannondale,,41S,12.0
105,2018,stage-8,170,5S,Martin Tony,33.0,Team Katusha Alpecin,,41S,146.0
105,2018,stage-9,1,26S,Degenkolb John,29.0,Trek - Segafredo,100.0,26S,194.0
105,2018,stage-9,2,0S,Van Avermaet Greg,33.0,BMC Racing Team,70.0,26S,87.0
105,2018,stage-9,3,0S,Lampaert Yves,27.0,Quick-Step Floors,50.0,26S,106.0
105,2018,stage-9,4,19S,Gilbert Philippe,36.0,Quick-Step Floors,40.0,45S,104.0
105,2018,stage-9,5,19S,Sagan Peter,28.0,BORA - hansgrohe,32.0,45S,111.0
105,2018,stage-9,6,19S,Stuyven Jasper,26.0,Trek - Segafredo,26.0,45S,198.0
105,2018,stage-9,7,19S,Jungels Bob,25.0,Quick-Step Floors,22.0,45S,105.0
105,2018,stage-9,8,27S,Greipel André,35.0,Lotto Soudal,18.0,53S,171.0
105,2018,stage-9,9,27S,Boasson Hagen Edvald,31.0,Team Dimension Data,14.0,53S,132.0
105,2018,stage-9,10,27S,Dupont Timothy,30.0,Wanty - Groupe Gobert,10.0,53S,213.0
105,2018,stage-9,11,27S,Kristoff Alexander,31.0,UAE-Team Emirates,8.0,53S,95.0
105,2018,stage-9,12,27S,Politt Nils,24.0,Team Katusha Alpecin,6.0,53S,147.0
105,2018,stage-9,13,27S,Gaviria Fernando,23.0,Quick-Step Floors,4.0,53S,103.0
105,2018,stage-9,14,27S,Chavanel Sylvain,39.0,Direct Energie,2.0,53S,183.0
105,2018,stage-9,15,27S,Barguil Warren,26.0,Team Fortuneo - Samsic,1.0,53S,41.0
105,2018,stage-9,16,27S,Thomas Geraint,32.0,Team Sky,,53S,8.0
105,2018,stage-9,17,27S,Calmejane Lilian,25.0,Direct Energie,,53S,181.0
105,2018,stage-9,18,27S,Valverde Alejandro,38.0,Movistar Team,,53S,78.0
105,2018,stage-9,19,27S,Dumoulin Tom,27.0,Team Sunweb,,53S,32.0
105,2018,stage-9,20,27S,Kruijswijk Steven,31.0,Team LottoNL-Jumbo,,53S,161.0
105,2018,stage-9,21,27S,Mollema Bauke,31.0,Trek - Segafredo,,53S,191.0
105,2018,stage-9,22,27S,Froome Chris,33.0,Team Sky,,53S,1.0
105,2018,stage-9,23,27S,Nibali Vincenzo,33.0,Bahrain Merida Pro Cycling Team,,53S,51.0
105,2018,stage-9,24,27S,Quintana Nairo,28.0,Movistar Team,,53S,71.0
105,2018,stage-9,25,27S,Pozzovivo Domenico,35.0,Bahrain Merida Pro Cycling Team,,53S,58.0
105,2018,stage-9,26,27S,Roglič Primož,28.0,Team LottoNL-Jumbo,,53S,166.0
105,2018,stage-9,27,27S,Yates Adam,25.0,Mitchelton-Scott,,53S,61.0
105,2018,stage-9,28,27S,Kangert Tanel,31.0,Astana Pro Team,,53S,125.0
105,2018,stage-9,29,27S,Zakarin Ilnur,28.0,Team Katusha Alpecin,,53S,141.0
105,2018,stage-9,30,27S,Majka Rafał,28.0,BORA - hansgrohe,,53S,114.0
105,2018,stage-9,31,27S,Fuglsang Jakob,33.0,Astana Pro Team,,53S,121.0
105,2018,stage-9,32,27S,Martin Dan,31.0,UAE-Team Emirates,,53S,91.0
105,2018,stage-9,33,27S,Kragh Andersen Søren,23.0,Team Sunweb,,53S,36.0
105,2018,stage-9,34,27S,Hayman Mathew,40.0,Mitchelton-Scott,,53S,64.0
105,2018,stage-9,35,34S,Landa Mikel,28.0,Movistar Team,,0S,75.0
105,2018,stage-9,36,34S,Bardet Romain,27.0,AG2R La Mondiale,,0S,21.0
105,2018,stage-9,37,34S,Declercq Tim,29.0,Quick-Step Floors,,0S,102.0
105,2018,stage-9,38,36S,Vermote Julien,28.0,Team Dimension Data,,2S,138.0
105,2018,stage-9,39,38S,Sieberg Marcel,36.0,Lotto Soudal,,4S,177.0
105,2018,stage-9,40,38S,Vanendert Jelle,33.0,Lotto Soudal,,4S,178.0
105,2018,stage-9,41,38S,Pauwels Serge,34.0,Team Dimension Data,,4S,134.0
105,2018,stage-9,42,38S,Gesink Robert,32.0,Team LottoNL-Jumbo,,4S,162.0
105,2018,stage-9,43,38S,Impey Daryl,33.0,Mitchelton-Scott,,4S,67.0
105,2018,stage-9,44,42S,Démare Arnaud,26.0,Groupama - FDJ,,8S,151.0
105,2018,stage-9,45,42S,Theuns Edward,27.0,Team Sunweb,,8S,38.0
105,2018,stage-9,46,42S,Burghardt Marcus,35.0,BORA - hansgrohe,,8S,113.0
105,2018,stage-9,47,42S,Bernard Julien,26.0,Trek - Segafredo,,8S,192.0
105,2018,stage-9,48,47S,Gaudin Damien,31.0,Direct Energie,,13S,185.0
105,2018,stage-9,49,48S,Naesen Oliver,27.0,AG2R La Mondiale,,14S,27.0
105,2018,stage-9,50,55S,Skujiņš Toms,27.0,Trek - Segafredo,,21S,197.0
105,2018,stage-9,51,2S,Kochetkov Pavel,32.0,Team Katusha Alpecin,,28S,145.0
105,2018,stage-9,52,12S,Cavendish Mark,33.0,Team Dimension Data,,38S,131.0
105,2018,stage-9,53,12S,Troia Oliviero,23.0,UAE-Team Emirates,,38S,98.0
105,2018,stage-9,54,23S,Erviti Imanol,34.0,Movistar Team,,49S,74.0
105,2018,stage-9,55,23S,Amador Andrey,31.0,Movistar Team,,49S,72.0
105,2018,stage-9,56,30S,Geschke Simon,32.0,Team Sunweb,,56S,34.0
105,2018,stage-9,57,50S,Đurasek Kristijan,30.0,UAE-Team Emirates,,16S,93.0
105,2018,stage-9,58,55S,Phinney Taylor,28.0,Team EF Education First-Drapac p/b Cannondale,,21S,15.0
105,2018,stage-9,59,55S,Urán Rigoberto,31.0,Team EF Education First-Drapac p/b Cannondale,,21S,11.0
105,2018,stage-9,60,55S,Rolland Pierre,31.0,Team EF Education First-Drapac p/b Cannondale,,21S,16.0
105,2018,stage-9,61,55S,Boudat Thomas,24.0,Direct Energie,,21S,182.0
105,2018,stage-9,62,55S,Gallopin Tony,30.0,AG2R La Mondiale,,21S,25.0
105,2018,stage-9,63,55S,Haga Chad,29.0,Team Sunweb,,21S,35.0
105,2018,stage-9,64,55S,Pellizotti Franco,40.0,Bahrain Merida Pro Cycling Team,,21S,57.0
105,2018,stage-9,65,55S,Bouet Maxime,31.0,Team Fortuneo - Samsic,,21S,42.0
105,2018,stage-9,66,55S,Moinard Amaël,36.0,Team Fortuneo - Samsic,,21S,46.0
105,2018,stage-9,67,55S,Edet Nicolas,30.0,"Cofidis, Solutions Crédits",,21S,203.0
105,2018,stage-9,68,55S,Nieve Mikel,34.0,Mitchelton-Scott,,21S,68.0
105,2018,stage-9,69,55S,Sinkeldam Ramon,29.0,Groupama - FDJ,,21S,157.0
105,2018,stage-9,70,55S,Küng Stefan,24.0,BMC Racing Team,,21S,85.0
105,2018,stage-9,71,55S,Janse van Rensburg Reinardt,29.0,Team Dimension Data,,21S,133.0
105,2018,stage-9,72,12S,Durbridge Luke,27.0,Mitchelton-Scott,,38S,63.0
105,2018,stage-9,73,26S,Ferrari Roberto,35.0,UAE-Team Emirates,,52S,94.0
105,2018,stage-9,74,23S,Scully Tom,28.0,Team EF Education First-Drapac p/b Cannondale,,49S,17.0
105,2018,stage-9,75,15S,Fraile Omar,27.0,Astana Pro Team,,41S,122.0
105,2018,stage-9,76,15S,Gruzdev Dmitriy,32.0,Astana Pro Team,,41S,123.0
105,2018,stage-9,77,15S,Hepburn Michael,26.0,Mitchelton-Scott,,41S,65.0
105,2018,stage-9,78,11S,Caruso Damiano,30.0,BMC Racing Team,,37S,83.0
105,2018,stage-9,79,11S,Haussler Heinrich,34.0,Bahrain Merida Pro Cycling Team,,37S,53.0
105,2018,stage-9,80,42S,Vanmarcke Sep,29.0,Team EF Education First-Drapac p/b Cannondale,,8S,18.0
105,2018,stage-9,81,47S,Dillier Silvan,27.0,AG2R La Mondiale,,13S,22.0
105,2018,stage-9,82,47S,Latour Pierre,24.0,AG2R La Mondiale,,13S,26.0
105,2018,stage-9,83,47S,Schär Michael,31.0,BMC Racing Team,,13S,86.0
105,2018,stage-9,84,47S,Van Keirsbulck Guillaume,27.0,Wanty - Groupe Gobert,,13S,218.0
105,2018,stage-9,85,47S,van Garderen Tejay,29.0,BMC Racing Team,,13S,88.0
105,2018,stage-9,86,47S,Martin Guillaume,25.0,Wanty - Groupe Gobert,,13S,211.0
105,2018,stage-9,87,47S,de Kort Koen,35.0,Trek - Segafredo,,13S,193.0
105,2018,stage-9,88,47S,Gogl Michael,24.0,Trek - Segafredo,,13S,195.0
105,2018,stage-9,89,47S,Izagirre Ion,29.0,Bahrain Merida Pro Cycling Team,,13S,55.0
105,2018,stage-9,90,52S,Sutherland Rory,36.0,UAE-Team Emirates,,18S,97.0
105,2018,stage-9,91,57S,Laporte Christophe,25.0,"Cofidis, Solutions Crédits",,23S,201.0
105,2018,stage-9,92,1S,Slagter Tom-Jelte,29.0,Team Dimension Data,,27S,136.0
105,2018,stage-9,93,1S,De Gendt Thomas,31.0,Lotto Soudal,,27S,174.0
105,2018,stage-9,94,1S,Zabel Rick,24.0,Team Katusha Alpecin,,27S,148.0
105,2018,stage-9,95,3S,Cort Magnus,25.0,Astana Pro Team,,29S,126.0
105,2018,stage-9,96,17S,Valgren Michael,26.0,Astana Pro Team,,43S,128.0
105,2018,stage-9,97,57S,Koren Kristijan,31.0,Bahrain Merida Pro Cycling Team,,23S,56.0
105,2018,stage-9,98,31S,Poljański Paweł,28.0,BORA - hansgrohe,,57S,117.0
105,2018,stage-9,99,18S,Cousin Jérôme,29.0,Direct Energie,,44S,184.0
105,2018,stage-9,100,26S,Ludvigsson Tobias,27.0,Groupama - FDJ,,52S,155.0
105,2018,stage-9,101,26S,Vachon Florian,33.0,Team Fortuneo - Samsic,,52S,48.0
105,2018,stage-9,102,26S,Bennati Daniele,37.0,Movistar Team,,52S,73.0
105,2018,stage-9,103,3S,Minnaard Marco,29.0,Wanty - Groupe Gobert,,29S,214.0
105,2018,stage-9,104,24S,Le Gac Olivier,24.0,Groupama - FDJ,,50S,154.0
105,2018,stage-9,105,24S,Rowe Luke,28.0,Team Sky,,50S,7.0
105,2018,stage-9,106,24S,Clarke Simon,31.0,Team EF Education First-Drapac p/b Cannondale,,50S,12.0
105,2018,stage-9,107,24S,Richeze Maximiliano,35.0,Quick-Step Floors,,50S,107.0
105,2018,stage-9,108,24S,Alaphilippe Julian,26.0,Quick-Step Floors,,50S,101.0
105,2018,stage-9,109,24S,Soler Marc,24.0,Movistar Team,,50S,77.0
