edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
98,2011,stage-1,1,31S,Gilbert Philippe,28.0,Omega Pharma-Lotto,100.0,31S,32.0
98,2011,stage-1,2,3S,Evans Cadel,34.0,BMC Racing Team,70.0,34S,141.0
98,2011,stage-1,3,6S,Hushovd Thor,33.0,Team Garmin - Cervélo,50.0,37S,51.0
98,2011,stage-1,4,6S,Rojas José Joaquín,26.0,Movistar Team,40.0,37S,88.0
98,2011,stage-1,5,6S,Van den Broeck Jurgen,28.0,Omega Pharma-Lotto,32.0,37S,31.0
98,2011,stage-1,6,6S,Thomas Geraint,25.0,Sky Procycling,26.0,37S,117.0
98,2011,stage-1,7,6S,Klöden Andreas,36.0,RadioShack,22.0,37S,74.0
98,2011,stage-1,8,6S,Taaramäe Rein,24.0,"Cofidis, le Crédit en Ligne",18.0,37S,151.0
98,2011,stage-1,9,6S,Horner Chris,39.0,RadioShack,14.0,37S,72.0
98,2011,stage-1,10,6S,Martin Tony,26.0,HTC - High Road,10.0,37S,175.0
98,2011,stage-1,11,6S,Gerdemann Linus,28.0,Leopard Trek,8.0,37S,14.0
98,2011,stage-1,12,6S,Schleck Fränk,31.0,Leopard Trek,6.0,37S,18.0
98,2011,stage-1,13,6S,Velits Peter,26.0,HTC - High Road,4.0,37S,179.0
98,2011,stage-1,14,6S,Voeckler Thomas,32.0,Team Europcar,2.0,37S,181.0
98,2011,stage-1,15,6S,Cunego Damiano,29.0,Lampre - ISD,1.0,37S,161.0
98,2011,stage-1,16,6S,Millar David,34.0,Team Garmin - Cervélo,,37S,56.0
98,2011,stage-1,17,6S,Vinokourov Alexandre,37.0,Pro Team Astana,,37S,61.0
98,2011,stage-1,18,6S,Cancellara Fabian,30.0,Leopard Trek,,37S,12.0
98,2011,stage-1,19,6S,Roche Nicolas,26.0,AG2R La Mondiale,,37S,101.0
98,2011,stage-1,20,6S,Bole Grega,25.0,Lampre - ISD,,37S,163.0
98,2011,stage-1,21,6S,Silin Egor,23.0,Team Katusha,,37S,198.0
98,2011,stage-1,22,6S,Paterski Maciej,24.0,Liquigas - Cannondale,,37S,96.0
98,2011,stage-1,23,6S,Boonen Tom,30.0,Quickstep Cycling Team,,37S,122.0
98,2011,stage-1,24,6S,Meersman Gianni,25.0,FDJ,,37S,135.0
98,2011,stage-1,25,6S,Boasson Hagen Edvald,24.0,Sky Procycling,,37S,114.0
98,2011,stage-1,26,6S,Quinziato Manuel,31.0,BMC Racing Team,,37S,147.0
98,2011,stage-1,27,6S,Bonnet William,29.0,FDJ,,37S,132.0
98,2011,stage-1,28,6S,Galimzyanov Denis,24.0,Team Katusha,,37S,193.0
98,2011,stage-1,29,6S,van Garderen Tejay,22.0,HTC - High Road,,37S,178.0
98,2011,stage-1,30,6S,Gallopin Tony,23.0,"Cofidis, le Crédit en Ligne",,37S,156.0
98,2011,stage-1,31,6S,Gutiérrez José Iván,32.0,Movistar Team,,37S,85.0
98,2011,stage-1,32,6S,Fofonov Dmitriy,34.0,Pro Team Astana,,37S,63.0
98,2011,stage-1,33,6S,Schleck Andy,26.0,Leopard Trek,,37S,11.0
98,2011,stage-1,34,6S,Pineau Jérôme,31.0,Quickstep Cycling Team,,37S,127.0
98,2011,stage-1,35,6S,Duque Leonardo Fabio,31.0,"Cofidis, le Crédit en Ligne",,37S,154.0
98,2011,stage-1,36,6S,Gautier Cyril,23.0,Team Europcar,,37S,183.0
98,2011,stage-1,37,6S,Hondo Danilo,37.0,Lampre - ISD,,37S,165.0
98,2011,stage-1,38,6S,Leipheimer Levi,37.0,RadioShack,,37S,75.0
98,2011,stage-1,39,6S,Brajkovič Janez,27.0,RadioShack,,37S,71.0
98,2011,stage-1,40,6S,Brutt Pavel,29.0,Team Katusha,,37S,192.0
98,2011,stage-1,41,6S,Karpets Vladimir,30.0,Team Katusha,,37S,191.0
98,2011,stage-1,42,6S,Gusev Vladimir,28.0,Team Katusha,,37S,194.0
98,2011,stage-1,43,6S,Zeits Andrey,24.0,Pro Team Astana,,37S,69.0
98,2011,stage-1,44,6S,Basso Ivan,33.0,Liquigas - Cannondale,,37S,91.0
98,2011,stage-1,45,6S,Galland Jérémie,28.0,Saur - Sojasun,,37S,215.0
98,2011,stage-1,46,6S,Bertagnolli Leonardo,33.0,Lampre - ISD,,37S,162.0
98,2011,stage-1,47,6S,Fuglsang Jakob,26.0,Leopard Trek,,37S,13.0
98,2011,stage-1,48,6S,Chavanel Sylvain,32.0,Quickstep Cycling Team,,37S,121.0
98,2011,stage-1,49,6S,Leukemans Björn,34.0,Vacansoleil - DCM,,37S,205.0
98,2011,stage-1,50,6S,Wiggins Bradley,31.0,Sky Procycling,,37S,111.0
98,2011,stage-1,51,6S,O'Grady Stuart,37.0,Leopard Trek,,37S,16.0
98,2011,stage-1,52,6S,Vanendert Jelle,26.0,Omega Pharma-Lotto,,37S,38.0
98,2011,stage-1,53,6S,Roelandts Jürgen,26.0,Omega Pharma-Lotto,,37S,35.0
98,2011,stage-1,54,6S,Mangel Laurent,30.0,Saur - Sojasun,,37S,218.0
98,2011,stage-1,55,6S,Popovych Yaroslav,31.0,RadioShack,,37S,78.0
98,2011,stage-1,56,6S,Kolobnev Alexandr,30.0,Team Katusha,,37S,197.0
98,2011,stage-1,57,6S,Ventoso Francisco José,29.0,Movistar Team,,37S,89.0
98,2011,stage-1,58,6S,De Weert Kevin,29.0,Quickstep Cycling Team,,37S,124.0
98,2011,stage-1,59,6S,Renshaw Mark,28.0,HTC - High Road,,37S,177.0
98,2011,stage-1,60,6S,Hincapie George,38.0,BMC Racing Team,,37S,144.0
98,2011,stage-1,61,6S,Turgot Sébastien,27.0,Team Europcar,,37S,189.0
98,2011,stage-1,62,6S,Lang Sebastian,31.0,Omega Pharma-Lotto,,37S,34.0
98,2011,stage-1,63,6S,Sieberg Marcel,29.0,Omega Pharma-Lotto,,37S,36.0
98,2011,stage-1,64,6S,Greipel André,28.0,Omega Pharma-Lotto,,37S,33.0
98,2011,stage-1,65,6S,Oss Daniel,24.0,Liquigas - Cannondale,,37S,95.0
98,2011,stage-1,66,6S,Longo Borghini Paolo,30.0,Liquigas - Cannondale,,37S,94.0
98,2011,stage-1,67,6S,Eisel Bernhard,30.0,HTC - High Road,,37S,173.0
98,2011,stage-1,68,6S,Bak Lars Ytting,31.0,HTC - High Road,,37S,172.0
98,2011,stage-1,69,6S,Cavendish Mark,26.0,HTC - High Road,,37S,171.0
98,2011,stage-1,70,6S,Swift Ben,23.0,Sky Procycling,,37S,116.0
98,2011,stage-1,71,6S,Navardauskas Ramūnas,23.0,Team Garmin - Cervélo,,37S,57.0
98,2011,stage-1,72,6S,Dumoulin Samuel,30.0,"Cofidis, le Crédit en Ligne",,37S,153.0
98,2011,stage-1,73,6S,Steegmans Gert,30.0,Quickstep Cycling Team,,37S,128.0
98,2011,stage-1,74,6S,Gesink Robert,25.0,Rabobank Cycling Team,,37S,41.0
98,2011,stage-1,75,6S,Hinault Sébastien,37.0,AG2R La Mondiale,,37S,105.0
98,2011,stage-1,76,6S,Burghardt Marcus,28.0,BMC Racing Team,,37S,143.0
98,2011,stage-1,77,6S,Goss Matthew,24.0,HTC - High Road,,37S,174.0
98,2011,stage-1,78,26S,Barredo Carlos,30.0,Rabobank Cycling Team,,57S,42.0
98,2011,stage-1,78,20S,Sánchez Samuel,33.0,Euskaltel - Euskadi,,51S,21.0
98,2011,stage-1,79,20S,Mollema Bauke,24.0,Rabobank Cycling Team,,51S,45.0
98,2011,stage-1,80,20S,Ruijgh Rob,24.0,Vacansoleil - DCM,,51S,208.0
98,2011,stage-1,82,20S,Contador Alberto,28.0,Saxo Bank - Sungard,,51S,1.0
98,2011,stage-1,81,20S,Sánchez Luis León,27.0,Rabobank Cycling Team,,51S,47.0
98,2011,stage-1,82,20S,Monfort Maxime,28.0,Leopard Trek,,51S,15.0
98,2011,stage-1,83,20S,Roux Anthony,24.0,FDJ,,51S,137.0
98,2011,stage-1,84,20S,Moinard Amaël,29.0,BMC Racing Team,,51S,145.0
98,2011,stage-1,85,20S,Urán Rigoberto,24.0,Sky Procycling,,51S,118.0
98,2011,stage-1,86,20S,Devenyns Dries,27.0,Quickstep Cycling Team,,51S,125.0
98,2011,stage-1,89,20S,Koren Kristijan,24.0,Liquigas - Cannondale,,51S,93.0
98,2011,stage-1,88,20S,Pate Danny,32.0,HTC - High Road,,51S,176.0
98,2011,stage-1,89,20S,Trofimov Yuri,27.0,Team Katusha,,51S,199.0
98,2011,stage-1,90,39S,Verdugo Gorka,32.0,Euskaltel - Euskadi,,10S,29.0
98,2011,stage-1,91,49S,Jeannesson Arnold,25.0,FDJ,,20S,134.0
98,2011,stage-1,92,55S,Danielson Tom,33.0,Team Garmin - Cervélo,,26S,52.0
98,2011,stage-1,93,55S,Garate Juan Manuel,35.0,Rabobank Cycling Team,,26S,44.0
98,2011,stage-1,94,55S,Hesjedal Ryder,30.0,Team Garmin - Cervélo,,26S,55.0
98,2011,stage-1,95,55S,Knees Christian,30.0,Sky Procycling,,26S,115.0
98,2011,stage-1,96,55S,Intxausti Beñat,25.0,Movistar Team,,26S,86.0
98,2011,stage-1,97,55S,Kreuziger Roman,25.0,Pro Team Astana,,26S,66.0
98,2011,stage-1,98,55S,Di Grégorio Rémy,25.0,Pro Team Astana,,26S,62.0
98,2011,stage-1,99,55S,Hoogerland Johnny,28.0,Vacansoleil - DCM,,26S,204.0
98,2011,stage-1,100,55S,El Fares Julien,26.0,"Cofidis, le Crédit en Ligne",,26S,155.0
98,2011,stage-1,101,55S,Zingle Romain,24.0,"Cofidis, le Crédit en Ligne",,26S,159.0
98,2011,stage-1,102,55S,Irizar Markel,31.0,RadioShack,,26S,73.0
98,2011,stage-1,103,55S,Isaychev Vladimir,25.0,Team Katusha,,26S,196.0
98,2011,stage-1,104,55S,Coppel Jérôme,24.0,Saur - Sojasun,,26S,211.0
98,2011,stage-1,105,55S,Erviti Imanol,27.0,Movistar Team,,26S,84.0
98,2011,stage-1,106,55S,Pauriol Rémi,29.0,FDJ,,26S,136.0
98,2011,stage-1,107,55S,Charteau Anthony,32.0,Team Europcar,,26S,182.0
98,2011,stage-1,108,55S,Sørensen Nicki,36.0,Saxo Bank - Sungard,,26S,7.0
98,2011,stage-1,109,55S,Moncoutié David,36.0,"Cofidis, le Crédit en Ligne",,26S,157.0
98,2011,stage-1,110,55S,Zubeldia Haimar,34.0,RadioShack,,26S,79.0
98,2011,stage-1,111,55S,Peraud Jean-Christophe,34.0,AG2R La Mondiale,,26S,108.0
98,2011,stage-1,112,55S,Delage Mickaël,25.0,FDJ,,26S,133.0
98,2011,stage-1,113,55S,Gadret John,32.0,AG2R La Mondiale,,26S,104.0
98,2011,stage-1,114,55S,Poels Wout,23.0,Vacansoleil - DCM,,26S,207.0
98,2011,stage-1,115,55S,Rolland Pierre,24.0,Team Europcar,,26S,188.0
98,2011,stage-1,116,55S,Txurruka Amets,28.0,Euskaltel - Euskadi,,26S,26.0
98,2011,stage-1,117,55S,Porte Richie,26.0,Saxo Bank - Sungard,,26S,5.0
98,2011,stage-1,118,55S,Ciolek Gerald,24.0,Quickstep Cycling Team,,26S,123.0
98,2011,stage-1,119,55S,Navarro Daniel,27.0,Saxo Bank - Sungard,,26S,3.0
98,2011,stage-1,120,55S,Kern Christophe,30.0,Team Europcar,,26S,186.0
98,2011,stage-1,121,55S,Boom Lars,25.0,Rabobank Cycling Team,,26S,43.0
98,2011,stage-1,122,55S,Kiryienka Vasil,30.0,Movistar Team,,26S,87.0
98,2011,stage-1,123,55S,Vande Velde Christian,35.0,Team Garmin - Cervélo,,26S,58.0
98,2011,stage-1,124,55S,De Gendt Thomas,24.0,Vacansoleil - DCM,,26S,203.0
98,2011,stage-1,125,10S,Marcato Marco,27.0,Vacansoleil - DCM,,41S,206.0
98,2011,stage-1,126,16S,Gerrans Simon,31.0,Sky Procycling,,47S,113.0
98,2011,stage-1,127,25S,Costa Rui,24.0,Movistar Team,,56S,83.0
98,2011,stage-1,128,25S,Westra Lieuwe,28.0,Vacansoleil - DCM,,56S,209.0
98,2011,stage-1,129,25S,Bouet Maxime,24.0,AG2R La Mondiale,,56S,102.0
98,2011,stage-1,130,25S,Velasco Iván,31.0,Euskaltel - Euskadi,,56S,28.0
98,2011,stage-1,131,25S,Tiralongo Paolo,33.0,Pro Team Astana,,56S,67.0
98,2011,stage-1,132,25S,Paulinho Sérgio Miguel,31.0,RadioShack,,56S,77.0
98,2011,stage-1,133,25S,Santaromita Ivan,27.0,BMC Racing Team,,56S,148.0
98,2011,stage-1,134,25S,Dupont Hubert,30.0,AG2R La Mondiale,,56S,103.0
98,2011,stage-1,135,25S,Casar Sandy,32.0,FDJ,,56S,131.0
98,2011,stage-1,136,25S,Posthuma Joost,30.0,Leopard Trek,,56S,17.0
98,2011,stage-1,137,33S,Roy Jérémy,28.0,FDJ,,4S,138.0
98,2011,stage-1,138,33S,Petacchi Alessandro,37.0,Lampre - ISD,,4S,169.0
98,2011,stage-1,139,33S,Malori Adriano,23.0,Lampre - ISD,,4S,168.0
98,2011,stage-1,140,33S,Sabatini Fabio,26.0,Liquigas - Cannondale,,4S,97.0
98,2011,stage-1,141,33S,Morabito Steve,28.0,BMC Racing Team,,4S,146.0
98,2011,stage-1,142,33S,Bookwalter Brent,27.0,BMC Racing Team,,4S,142.0
98,2011,stage-1,143,33S,Vanotti Alessandro,30.0,Liquigas - Cannondale,,4S,99.0
98,2011,stage-1,144,33S,Voigt Jens,39.0,Leopard Trek,,4S,19.0
98,2011,stage-1,145,35S,Amador Andrey,24.0,Movistar Team,,6S,82.0
98,2011,stage-1,146,36S,Gène Yohann,30.0,Team Europcar,,7S,184.0
98,2011,stage-1,147,36S,Pérez Alan,28.0,Euskaltel - Euskadi,,7S,24.0
98,2011,stage-1,148,36S,Noval Benjamín,32.0,Saxo Bank - Sungard,,7S,4.0
98,2011,stage-1,149,36S,Pérez Rubén,29.0,Euskaltel - Euskadi,,7S,25.0
98,2011,stage-1,150,36S,Vichot Arthur,22.0,FDJ,,7S,139.0
98,2011,stage-1,151,36S,Flecha Juan Antonio,33.0,Sky Procycling,,7S,112.0
98,2011,stage-1,152,36S,Riblon Christophe,30.0,AG2R La Mondiale,,7S,109.0
98,2011,stage-1,153,36S,Bono Matteo,27.0,Lampre - ISD,,7S,164.0
98,2011,stage-1,154,36S,Szmyd Sylwester,33.0,Liquigas - Cannondale,,7S,98.0
98,2011,stage-1,155,36S,Arroyo David,31.0,Movistar Team,,7S,81.0
98,2011,stage-1,156,54S,Ignatiev Mikhail,26.0,Team Katusha,,25S,195.0
98,2011,stage-1,157,5S,Loosli David,31.0,Lampre - ISD,,36S,167.0
98,2011,stage-1,158,5S,Hernández Jesús,29.0,Saxo Bank - Sungard,,36S,2.0
98,2011,stage-1,159,5S,Tosatto Matteo,37.0,Saxo Bank - Sungard,,36S,8.0
98,2011,stage-1,160,5S,Schär Michael,24.0,BMC Racing Team,,36S,149.0
98,2011,stage-1,161,5S,Bodnar Maciej,26.0,Liquigas - Cannondale,,36S,92.0
98,2011,stage-1,162,5S,Engels Addy,34.0,Quickstep Cycling Team,,36S,126.0
98,2011,stage-1,163,5S,Zabriskie David,32.0,Team Garmin - Cervélo,,36S,59.0
98,2011,stage-1,164,5S,Urtasun Pablo,31.0,Euskaltel - Euskadi,,36S,27.0
98,2011,stage-1,165,19S,Grivko Andrey,27.0,Pro Team Astana,,50S,64.0
98,2011,stage-1,166,25S,Hivert Jonathan,26.0,Saur - Sojasun,,56S,216.0
98,2011,stage-1,167,28S,Sørensen Chris Anker,26.0,Saxo Bank - Sungard,,59S,6.0
98,2011,stage-1,168,28S,Vandborg Brian Bach,29.0,Saxo Bank - Sungard,,59S,9.0
98,2011,stage-1,169,28S,Tjallingii Maarten,33.0,Rabobank Cycling Team,,59S,49.0
98,2011,stage-1,170,28S,Delaplace Anthony,21.0,Saur - Sojasun,,59S,213.0
98,2011,stage-1,171,28S,Willems Frederik,31.0,Omega Pharma-Lotto,,59S,39.0
98,2011,stage-1,172,28S,Izagirre Gorka,23.0,Euskaltel - Euskadi,,59S,22.0
98,2011,stage-1,173,28S,Jeandesboz Fabrice,26.0,Saur - Sojasun,,59S,217.0
98,2011,stage-1,174,28S,Talabardon Yannick,29.0,Saur - Sojasun,,59S,219.0
98,2011,stage-1,175,41S,Niermann Grischa,35.0,Rabobank Cycling Team,,12S,46.0
98,2011,stage-1,176,27S,Feillu Romain,27.0,Vacansoleil - DCM,,58S,201.0
98,2011,stage-1,177,27S,Engoulvent Jimmy,31.0,Saur - Sojasun,,58S,214.0
98,2011,stage-1,178,30S,Quéméneur Perrig,27.0,Team Europcar,,1S,187.0
98,2011,stage-1,179,37S,Farrar Tyler,27.0,Team Garmin - Cervélo,,8S,54.0
98,2011,stage-1,180,37S,Dean Julian,36.0,Team Garmin - Cervélo,,8S,53.0
98,2011,stage-1,181,56S,Valentin Tristan,29.0,"Cofidis, le Crédit en Ligne",,27S,158.0
98,2011,stage-1,182,33S,Buffaz Mickaël,32.0,"Cofidis, le Crédit en Ligne",,4S,152.0
98,2011,stage-1,183,23S,Martínez Egoi,33.0,Euskaltel - Euskadi,,54S,23.0
98,2011,stage-1,184,35S,Zandio Xabier,34.0,Sky Procycling,,6S,119.0
98,2011,stage-1,185,42S,Terpstra Niki,27.0,Quickstep Cycling Team,,13S,129.0
98,2011,stage-1,186,50S,Vaitkus Tomas,29.0,Pro Team Astana,,21S,68.0
98,2011,stage-1,187,50S,Kostyuk Denys,29.0,Lampre - ISD,,21S,166.0
98,2011,stage-1,188,50S,Iglinskiy Maxim,30.0,Pro Team Astana,,21S,65.0
98,2011,stage-1,189,50S,Muravyev Dmitriy,31.0,RadioShack,,21S,76.0
98,2011,stage-1,190,50S,Božič Borut,30.0,Vacansoleil - DCM,,21S,202.0
98,2011,stage-1,191,50S,Kadri Blel,24.0,AG2R La Mondiale,,21S,106.0
98,2011,stage-1,192,50S,ten Dam Laurens,30.0,Rabobank Cycling Team,,21S,48.0
98,2011,stage-1,193,54S,Coyot Arnaud,30.0,Saur - Sojasun,,25S,212.0
98,2011,stage-1,194,54S,Minard Sébastien,29.0,AG2R La Mondiale,,25S,107.0
98,2011,stage-1,195,10S,van de Walle Jurgen,34.0,Omega Pharma-Lotto,,41S,37.0
98,2011,stage-1,196,2S,Jérôme Vincent,26.0,Team Europcar,,33S,185.0
98,2011,stage-2,1,25S,Hushovd Thor,33.0,Team Garmin - Cervélo,,25S,51.0
98,2011,stage-2,2,0S,Millar David,34.0,Team Garmin - Cervélo,,25S,56.0
98,2011,stage-2,3,1S,Evans Cadel,34.0,BMC Racing Team,,26S,141.0
98,2011,stage-2,4,4S,Thomas Geraint,25.0,Sky Procycling,,29S,117.0
98,2011,stage-2,5,4S,Gerdemann Linus,28.0,Leopard Trek,,29S,14.0
98,2011,stage-2,6,4S,Schleck Fränk,31.0,Leopard Trek,,29S,18.0
98,2011,stage-2,7,4S,Cancellara Fabian,30.0,Leopard Trek,,29S,12.0
98,2011,stage-2,8,4S,Boasson Hagen Edvald,24.0,Sky Procycling,,29S,114.0
98,2011,stage-2,9,4S,Quinziato Manuel,31.0,BMC Racing Team,,29S,147.0
98,2011,stage-2,10,4S,Schleck Andy,26.0,Leopard Trek,,29S,11.0
98,2011,stage-2,11,4S,Fuglsang Jakob,26.0,Leopard Trek,,29S,13.0
98,2011,stage-2,12,4S,Wiggins Bradley,31.0,Sky Procycling,,29S,111.0
98,2011,stage-2,13,4S,Hincapie George,38.0,BMC Racing Team,,29S,144.0
98,2011,stage-2,14,5S,Martin Tony,26.0,HTC - High Road,,30S,175.0
98,2011,stage-2,15,5S,Velits Peter,26.0,HTC - High Road,,30S,179.0
98,2011,stage-2,16,5S,van Garderen Tejay,22.0,HTC - High Road,,30S,178.0
98,2011,stage-2,17,5S,Bak Lars Ytting,31.0,HTC - High Road,,30S,172.0
98,2011,stage-2,18,5S,Cavendish Mark,26.0,HTC - High Road,,30S,171.0
98,2011,stage-2,19,5S,Goss Matthew,24.0,HTC - High Road,,30S,174.0
98,2011,stage-2,20,10S,Klöden Andreas,36.0,RadioShack,,35S,74.0
98,2011,stage-2,21,10S,Horner Chris,39.0,RadioShack,,35S,72.0
98,2011,stage-2,22,10S,Leipheimer Levi,37.0,RadioShack,,35S,75.0
98,2011,stage-2,23,10S,Brajkovič Janez,27.0,RadioShack,,35S,71.0
98,2011,stage-2,24,11S,Swift Ben,23.0,Sky Procycling,,36S,116.0
98,2011,stage-2,25,12S,Gesink Robert,25.0,Rabobank Cycling Team,,37S,41.0
98,2011,stage-2,26,23S,Popovych Yaroslav,31.0,RadioShack,,48S,78.0
98,2011,stage-2,27,32S,Vinokourov Alexandre,37.0,Pro Team Astana,,57S,61.0
98,2011,stage-2,28,32S,Fofonov Dmitriy,34.0,Pro Team Astana,,57S,63.0
98,2011,stage-2,29,32S,Barredo Carlos,30.0,Rabobank Cycling Team,,57S,42.0
98,2011,stage-2,30,33S,Gilbert Philippe,28.0,Omega Pharma-Lotto,,58S,32.0
98,2011,stage-2,31,39S,Van den Broeck Jurgen,28.0,Omega Pharma-Lotto,,4S,31.0
98,2011,stage-2,32,39S,Roelandts Jürgen,26.0,Omega Pharma-Lotto,,4S,35.0
98,2011,stage-2,33,39S,Lang Sebastian,31.0,Omega Pharma-Lotto,,4S,34.0
98,2011,stage-2,34,39S,Sieberg Marcel,29.0,Omega Pharma-Lotto,,4S,36.0
98,2011,stage-2,35,39S,Greipel André,28.0,Omega Pharma-Lotto,,4S,33.0
98,2011,stage-2,36,46S,Meersman Gianni,25.0,FDJ,,11S,135.0
98,2011,stage-2,37,46S,Bonnet William,29.0,FDJ,,11S,132.0
98,2011,stage-2,38,50S,Voeckler Thomas,32.0,Team Europcar,,15S,181.0
98,2011,stage-2,39,50S,Gautier Cyril,23.0,Team Europcar,,15S,183.0
98,2011,stage-2,40,50S,Turgot Sébastien,27.0,Team Europcar,,15S,189.0
98,2011,stage-2,41,53S,Roche Nicolas,27.0,AG2R La Mondiale,,18S,101.0
98,2011,stage-2,42,56S,Boonen Tom,30.0,Quickstep Cycling Team,,21S,122.0
98,2011,stage-2,43,56S,Pineau Jérôme,31.0,Quickstep Cycling Team,,21S,127.0
98,2011,stage-2,44,56S,Chavanel Sylvain,32.0,Quickstep Cycling Team,,21S,121.0
98,2011,stage-2,45,56S,De Weert Kevin,29.0,Quickstep Cycling Team,,21S,124.0
98,2011,stage-2,46,57S,Paterski Maciej,24.0,Liquigas - Cannondale,,22S,96.0
98,2011,stage-2,47,57S,Basso Ivan,33.0,Liquigas - Cannondale,,22S,91.0
98,2011,stage-2,48,57S,Oss Daniel,24.0,Liquigas - Cannondale,,22S,95.0
98,2011,stage-2,49,1S,Navardauskas Ramūnas,23.0,Team Garmin - Cervélo,,26S,57.0
98,2011,stage-2,50,2S,Galland Jérémie,28.0,Saur - Sojasun,,27S,215.0
98,2011,stage-2,51,2S,Mangel Laurent,30.0,Saur - Sojasun,,27S,218.0
98,2011,stage-2,52,4S,Cunego Damiano,29.0,Lampre - ISD,,29S,161.0
98,2011,stage-2,53,4S,Bole Grega,25.0,Lampre - ISD,,29S,163.0
98,2011,stage-2,54,4S,Silin Egor,23.0,Team Katusha,,29S,198.0
98,2011,stage-2,55,4S,Hondo Danilo,37.0,Lampre - ISD,,29S,165.0
98,2011,stage-2,56,4S,Karpets Vladimir,30.0,Team Katusha,,29S,191.0
98,2011,stage-2,57,4S,Gusev Vladimir,28.0,Team Katusha,,29S,194.0
98,2011,stage-2,58,9S,Rojas José Joaquín,26.0,Movistar Team,,34S,88.0
98,2011,stage-2,59,9S,Gutiérrez José Iván,32.0,Movistar Team,,34S,85.0
98,2011,stage-2,60,9S,Ventoso Francisco José,29.0,Movistar Team,,34S,89.0
98,2011,stage-2,61,14S,Hesjedal Ryder,30.0,Team Garmin - Cervélo,,39S,55.0
98,2011,stage-2,62,15S,Feillu Romain,27.0,Vacansoleil - DCM,,40S,201.0
98,2011,stage-2,63,17S,Bertagnolli Leonardo,33.0,Lampre - ISD,,42S,162.0
98,2011,stage-2,64,18S,Moinard Amaël,29.0,BMC Racing Team,,43S,145.0
98,2011,stage-2,65,18S,Urán Rigoberto,24.0,Sky Procycling,,43S,118.0
98,2011,stage-2,66,20S,Taaramäe Rein,24.0,"Cofidis, le Crédit en Ligne",,45S,151.0
98,2011,stage-2,67,20S,Gallopin Tony,23.0,"Cofidis, le Crédit en Ligne",,45S,156.0
98,2011,stage-2,68,20S,Duque Leonardo Fabio,31.0,"Cofidis, le Crédit en Ligne",,45S,154.0
98,2011,stage-2,69,20S,Kolobnev Alexandr,30.0,Team Katusha,,45S,197.0
98,2011,stage-2,70,23S,Leukemans Björn,34.0,Vacansoleil - DCM,,48S,205.0
98,2011,stage-2,71,24S,Renshaw Mark,28.0,HTC - High Road,,49S,177.0
98,2011,stage-2,72,26S,Mollema Bauke,24.0,Rabobank Cycling Team,,51S,45.0
98,2011,stage-2,73,26S,Sánchez Luis León,27.0,Rabobank Cycling Team,,51S,47.0
98,2011,stage-2,74,35S,Monfort Maxime,28.0,Leopard Trek,,0S,15.0
98,2011,stage-2,75,42S,Contador Alberto,28.0,Saxo Bank - Sungard,,7S,1.0
98,2011,stage-2,76,45S,Brutt Pavel,29.0,Team Katusha,,10S,192.0
98,2011,stage-2,77,49S,Danielson Tom,33.0,Team Garmin - Cervélo,,14S,52.0
98,2011,stage-2,78,49S,Vande Velde Christian,35.0,Team Garmin - Cervélo,,14S,58.0
98,2011,stage-2,79,53S,O'Grady Stuart,37.0,Leopard Trek,,18S,16.0
98,2011,stage-2,80,55S,Steegmans Gert,30.0,Quickstep Cycling Team,,20S,128.0
98,2011,stage-2,81,59S,Irizar Markel,31.0,RadioShack,,24S,73.0
98,2011,stage-2,82,59S,Zubeldia Haimar,34.0,RadioShack,,24S,79.0
98,2011,stage-2,83,0S,Roux Anthony,24.0,FDJ,,25S,137.0
98,2011,stage-2,84,1S,Boom Lars,25.0,Rabobank Cycling Team,,26S,43.0
98,2011,stage-2,85,6S,Garate Juan Manuel,35.0,Rabobank Cycling Team,,31S,44.0
98,2011,stage-2,86,10S,Devenyns Dries,27.0,Quickstep Cycling Team,,35S,125.0
98,2011,stage-2,87,11S,Koren Kristijan,24.0,Liquigas - Cannondale,,36S,93.0
98,2011,stage-2,88,17S,Sørensen Nicki,36.0,Saxo Bank - Sungard,,42S,7.0
98,2011,stage-2,89,17S,Porte Richie,26.0,Saxo Bank - Sungard,,42S,5.0
98,2011,stage-2,90,18S,Trofimov Yuri,27.0,Team Katusha,,43S,199.0
98,2011,stage-2,91,20S,Galimzyanov Denis,24.0,Team Katusha,,45S,193.0
98,2011,stage-2,92,21S,Kreuziger Roman,25.0,Pro Team Astana,,46S,66.0
98,2011,stage-2,93,23S,Santaromita Ivan,27.0,BMC Racing Team,,48S,148.0
98,2011,stage-2,94,29S,Ruijgh Rob,24.0,Vacansoleil - DCM,,54S,208.0
98,2011,stage-2,95,29S,Jeannesson Arnold,25.0,FDJ,,54S,134.0
98,2011,stage-2,96,29S,Paulinho Sérgio Miguel,31.0,RadioShack,,54S,77.0
98,2011,stage-2,97,31S,Morabito Steve,28.0,BMC Racing Team,,56S,146.0
98,2011,stage-2,98,31S,Bookwalter Brent,27.0,BMC Racing Team,,56S,142.0
98,2011,stage-2,99,32S,Dumoulin Samuel,30.0,"Cofidis, le Crédit en Ligne",,57S,153.0
98,2011,stage-2,100,34S,Flecha Juan Antonio,33.0,Sky Procycling,,59S,112.0
98,2011,stage-2,101,35S,Pauriol Rémi,29.0,FDJ,,0S,136.0
